,0,1,2
0,0.3,0.1,2.788351205259472
1,0.3,0.15000000000000002,2.7913271944568923
2,0.3,0.20000000000000004,2.795492077171789
3,0.3,0.25000000000000006,2.8008443787513233
4,0.3,0.30000000000000004,2.8073822407044857
5,0.3,0.3500000000000001,2.815103445813301
6,0.3,0.40000000000000013,2.8240054457762422
7,0.3,0.45000000000000007,2.834085389932364
8,0.3,0.5000000000000001,2.845340153642625
9,0.3,0.5500000000000002,2.8577663650280267
10,0.3,0.6000000000000002,2.871360428965797
11,0.3,0.6500000000000001,2.886118547502628
12,0.3,0.7000000000000002,2.902036736134671
13,0.3,0.7500000000000002,2.919110835700493
14,0.3,0.8000000000000002,2.937336519913268
15,0.3,0.8500000000000002,2.956709298802348
16,0.3,0.9000000000000002,2.9772245185277577
17,0.3,0.9500000000000003,2.998877358166856
18,0.3,1.0000000000000004,3.0216628241482226
19,0.3,1.0500000000000003,3.0455757430268737
20,0.3,1.1000000000000005,3.070610753265589
21,0.3,1.1500000000000004,3.0967622966199317
22,0.3,1.2000000000000004,3.1240246096309305
23,0.3,1.2500000000000004,3.1523917156217918
24,0.3,1.3000000000000005,3.181857417484164
25,0.3,1.3500000000000005,3.2124152914343997
26,0.3,1.4000000000000006,3.244058681827212
27,0.3,1.4500000000000006,3.2767806970375655
28,0.3,1.5000000000000004,3.310574206363254
29,0.3,1.5500000000000005,3.345431837860282
30,0.3,1.6000000000000005,3.3813459769988814
31,0.3,1.6500000000000006,3.4183087660180673
32,0.3,1.7000000000000006,3.456312103856932
33,0.3,1.7500000000000007,3.4953476465490927
34,0.3,1.8000000000000007,3.5354068079798484
35,0.3,1.8500000000000008,3.576480760920704
36,0.3,1.9000000000000008,3.6185604382716354
37,0.3,1.9500000000000006,3.6616365344568704
38,0.3,2.0000000000000004,3.7056995069324996
39,0.31,0.1,2.7641303108997395
40,0.31,0.15000000000000002,2.767194195368064
41,0.31,0.20000000000000004,2.771481930297024
42,0.31,0.25000000000000006,2.776991848332358
43,0.31,0.30000000000000004,2.783721854746841
44,0.31,0.3500000000000001,2.791669460247801
45,0.31,0.40000000000000013,2.800831817069089
46,0.31,0.45000000000000007,2.8112057564406827
47,0.31,0.5000000000000001,2.8227878255665093
48,0.31,0.5500000000000002,2.8355743224042493
49,0.31,0.6000000000000002,2.8495613268067435
50,0.31,0.6500000000000001,2.8647447269251267
51,0.31,0.7000000000000002,2.8811202401567733
52,0.31,0.7500000000000002,2.898683428312284
53,0.31,0.8000000000000002,2.9174297070444073
54,0.31,0.8500000000000002,2.937354349902781
55,0.31,0.9000000000000002,2.958452487632524
56,0.31,0.9500000000000003,2.9807191035123
57,0.31,1.0000000000000004,3.004149025625976
58,0.31,1.0500000000000003,3.0287369169855474
59,0.31,1.1000000000000005,3.0544772643825557
60,0.31,1.1500000000000004,3.0813643667547446
61,0.31,1.2000000000000004,3.1093923237296104
62,0.31,1.2500000000000004,3.138555024863499
63,0.31,1.3000000000000005,3.168846139946992
64,0.31,1.3500000000000005,3.2002591106086102
65,0.31,1.4000000000000006,3.232787143325181
66,0.31,1.4500000000000006,3.2664232038465886
67,0.31,1.5000000000000004,3.3011600129657874
68,0.31,1.5500000000000005,3.3369900435120394
69,0.31,1.6000000000000005,3.373905518414778
70,0.31,1.6500000000000006,3.411898409672418
71,0.31,1.7000000000000006,3.450960438062427
72,0.31,1.7500000000000007,3.4910830734406524
73,0.31,1.8000000000000007,3.53225753549575
74,0.31,1.8500000000000008,3.574474794845631
75,0.31,1.9000000000000008,3.6177255743841203
76,0.31,1.9500000000000006,3.6620003508067405
77,0.31,2.0000000000000004,3.707289356261545
78,0.32,0.1,2.7389302993888838
79,0.32,0.15000000000000002,2.742080494463358
80,0.32,0.20000000000000004,2.746488827417622
81,0.32,0.25000000000000006,2.752153404335712
82,0.32,0.30000000000000004,2.7590718531655942
83,0.32,0.3500000000000001,2.7672413658538937
84,0.32,0.40000000000000013,2.7766587446736626
85,0.32,0.45000000000000007,2.7873204502845037
86,0.32,0.5000000000000001,2.799222649114246
87,0.32,0.5500000000000002,2.812361257862168
88,0.32,0.6000000000000002,2.826731983268835
89,0.32,0.6500000000000001,2.8423303557381545
90,0.32,0.7000000000000002,2.8591517558932247
91,0.32,0.7500000000000002,2.877191433653683
92,0.32,0.8000000000000002,2.8964445198991147
93,0.32,0.8500000000000002,2.916906031198178
94,0.32,0.9000000000000002,2.9385708684109764
95,0.32,0.9500000000000003,2.9614338102014166
96,0.32,1.0000000000000004,2.9854895026214696
97,0.32,1.0500000000000003,3.0107324459587854
98,0.32,1.1000000000000005,3.0371569799843385
99,0.32,1.1500000000000004,3.064757268617697
100,0.32,1.2000000000000004,3.093527284863929
101,0.32,1.2500000000000004,3.123460796688808
102,0.32,1.3000000000000005,3.1545513543066606
103,0.32,1.3500000000000005,3.186792279174069
104,0.32,1.4000000000000006,3.220176654822194
105,0.32,1.4500000000000006,3.2546973195299826
106,0.32,1.5000000000000004,3.290346860741296
107,0.32,1.5500000000000005,3.327117611060925
108,0.32,1.6000000000000005,3.3650016456259584
109,0.32,1.6500000000000006,3.4039907806327574
110,0.32,1.7000000000000006,3.4440765728039806
111,0.32,1.7500000000000007,3.485250319595527
112,0.32,1.8000000000000007,3.527503059968363
113,0.32,1.8500000000000008,3.5708255755775498
114,0.32,1.9000000000000008,3.6152083922599108
115,0.32,1.9500000000000006,3.6606417817283647
116,0.32,2.0000000000000004,3.7071157634042526
117,0.33,0.1,2.712827685589282
118,0.33,0.15000000000000002,2.7160627174958183
119,0.33,0.20000000000000004,2.7205895457330165
120,0.33,0.25000000000000006,2.7264060123566445
121,0.33,0.30000000000000004,2.733509422528831
122,0.33,0.3500000000000001,2.7418965977876044
123,0.33,0.40000000000000013,2.751563934591115
124,0.33,0.45000000000000007,2.7625074650134733
125,0.33,0.5000000000000001,2.774722916533199
126,0.33,0.5500000000000002,2.788205768123726
127,0.33,0.6000000000000002,2.8029513002943176
128,0.33,0.6500000000000001,2.818954637291496
129,0.33,0.7000000000000002,2.8362107803011596
130,0.33,0.7500000000000002,2.854714631136899
131,0.33,0.8000000000000002,2.8744610065059453
